City,Month,Day,Year,AvgTemperature
Brisbane,4,11,2002,69.9
Brisbane,4,12,2002,72
Brisbane,4,13,2002,70.4
Brisbane,4,14,2002,72.5
Brisbane,4,15,2002,69.3
Brisbane,4,16,2002,68.5
Brisbane,4,17,2002,72.4
Brisbane,4,18,2002,72.2
Brisbane,4,19,2002,71.6
Brisbane,4,20,2002,69.9
Brisbane,4,21,2002,71.6
Brisbane,4,22,2002,72
Brisbane,4,23,2002,71.7
Brisbane,4,24,2002,71.6
Brisbane,4,25,2002,70.1
Brisbane,4,26,2002,70.3
Brisbane,4,27,2002,72.8
Brisbane,4,28,2002,66.1
Brisbane,4,29,2002,67
Brisbane,4,30,2002,65.1
Brisbane,5,1,2002,63
Brisbane,5,2,2002,65.7
Brisbane,5,3,2002,65.6
Brisbane,5,4,2002,66.8
Brisbane,5,5,2002,66.7
Brisbane,5,6,2002,66.3
Brisbane,5,7,2002,67.7
Brisbane,5,8,2002,65.8
Brisbane,5,9,2002,66.4
Brisbane,5,10,2002,66
Brisbane,5,11,2002,65
Brisbane,5,12,2002,64.1
Brisbane,5,13,2002,64.8
Brisbane,5,14,2002,65.2
Brisbane,5,15,2002,63.7
Brisbane,5,16,2002,66.5
Brisbane,5,17,2002,64.5
Brisbane,5,18,2002,64.5
Brisbane,5,19,2002,69.8
Brisbane,5,20,2002,62.8
Brisbane,5,21,2002,62.1
Brisbane,5,22,2002,60.9
Brisbane,5,23,2002,58.9
Brisbane,5,24,2002,63.5
Brisbane,5,25,2002,57.7
Brisbane,5,26,2002,59.7
Brisbane,5,27,2002,62.7
Brisbane,5,28,2002,63.4
Brisbane,5,29,2002,56.5
Brisbane,5,30,2002,54.5
Brisbane,5,31,2002,58.1
Brisbane,6,1,2002,58.6
Brisbane,6,2,2002,60.7
Brisbane,6,3,2002,63.6
Brisbane,6,4,2002,64
Brisbane,6,5,2002,64.6
Brisbane,6,6,2002,67.4
Brisbane,6,7,2002,67.3
Brisbane,6,8,2002,67.1
Brisbane,6,9,2002,56.9
Brisbane,6,10,2002,58.6
Brisbane,6,11,2002,57.5
Brisbane,6,12,2002,58.6
Brisbane,6,13,2002,66.6
Brisbane,6,14,2002,53.2
Brisbane,6,15,2002,66.1
Brisbane,6,16,2002,69.6
Brisbane,6,17,2002,62
Brisbane,6,18,2002,-99
Brisbane,6,19,2002,-99
Brisbane,6,20,2002,-99
Brisbane,6,21,2002,-99
Brisbane,6,22,2002,55.5
Brisbane,6,23,2002,56.9
Brisbane,6,24,2002,59.5
Brisbane,6,25,2002,59.8
Brisbane,6,26,2002,59.3
Brisbane,6,27,2002,53.7
Brisbane,6,28,2002,55.8
Brisbane,6,29,2002,52.3
Brisbane,6,30,2002,52.8
Brisbane,7,1,2002,51.6
Brisbane,7,2,2002,52.2
Brisbane,7,3,2002,62.7
Brisbane,7,4,2002,57.8
Brisbane,7,5,2002,59.9
Brisbane,7,6,2002,57.8
Brisbane,7,7,2002,53.1
Brisbane,7,8,2002,54.8
Brisbane,7,9,2002,56.1
Brisbane,7,10,2002,57.5
Brisbane,7,11,2002,53.9
Brisbane,7,12,2002,52.3
Brisbane,7,13,2002,54.6
Brisbane,7,14,2002,55.4
Brisbane,7,15,2002,58.3
Brisbane,7,16,2002,56.4
Brisbane,7,17,2002,56.4
Brisbane,7,18,2002,58.8
Brisbane,7,19,2002,60.5
Brisbane,7,20,2002,55.1
Brisbane,7,21,2002,58
Brisbane,7,22,2002,57.4
Brisbane,7,23,2002,54.5
Brisbane,7,24,2002,58.5
Brisbane,7,25,2002,55.2
Brisbane,7,26,2002,52.1
Brisbane,7,27,2002,55.3
Brisbane,7,28,2002,56.4
Brisbane,7,29,2002,57.8
Brisbane,7,30,2002,60
Brisbane,7,31,2002,60.6
Brisbane,8,1,2002,59.6
Brisbane,8,2,2002,60.8
Brisbane,8,3,2002,65
Brisbane,8,4,2002,57.9
Brisbane,8,5,2002,57.1
Brisbane,8,6,2002,59.5
Brisbane,8,7,2002,60.2
Brisbane,8,8,2002,63.2
Brisbane,8,9,2002,58.9
Brisbane,8,10,2002,58.4
Brisbane,8,11,2002,62.5
Brisbane,8,12,2002,65.9
Brisbane,8,13,2002,56.9
Brisbane,8,14,2002,57.2
Brisbane,8,15,2002,56.2
Brisbane,8,16,2002,61.6
Brisbane,8,17,2002,60.5
Brisbane,8,18,2002,60.1
Brisbane,8,19,2002,61.2
Brisbane,8,20,2002,58
Brisbane,8,21,2002,61.3
Brisbane,8,22,2002,61.3
Brisbane,8,23,2002,62.9
Brisbane,8,24,2002,60.6
Brisbane,8,25,2002,57.1
Brisbane,8,26,2002,56.8
Brisbane,8,27,2002,57.7
Brisbane,8,28,2002,58.3
Brisbane,8,29,2002,59.1
Brisbane,8,30,2002,62.1
Brisbane,8,31,2002,66.3
Brisbane,9,1,2002,70.2
Brisbane,9,2,2002,63.1
Brisbane,9,3,2002,66
Brisbane,9,4,2002,67.7
Brisbane,9,5,2002,68.9
Brisbane,9,6,2002,69.1
Brisbane,9,7,2002,-99
Brisbane,9,8,2002,64.2
Brisbane,9,9,2002,65.7
Brisbane,9,10,2002,65.9
Brisbane,9,11,2002,57.5
Brisbane,9,12,2002,61.3
Brisbane,9,13,2002,61.3
Brisbane,9,14,2002,62.3
Brisbane,9,15,2002,62.5
Brisbane,9,16,2002,64
Brisbane,9,17,2002,61.9
Brisbane,9,18,2002,65.4
Brisbane,9,19,2002,69.5
Brisbane,9,20,2002,67.2
Brisbane,9,21,2002,67.3
Brisbane,9,22,2002,68.6
Brisbane,9,23,2002,66.9
Brisbane,9,24,2002,68.9
Brisbane,9,25,2002,69.7
Brisbane,9,26,2002,70.2
Brisbane,9,27,2002,70.7
Brisbane,9,28,2002,69.8
Brisbane,9,29,2002,65.3
Brisbane,9,30,2002,60.9
Brisbane,10,1,2002,63.8
Brisbane,10,2,2002,64.1
Brisbane,10,3,2002,65.2
Brisbane,10,4,2002,67.1
Brisbane,10,5,2002,67.4
Brisbane,10,6,2002,68.8
Brisbane,10,7,2002,71.5
Brisbane,10,8,2002,70.5
Brisbane,10,9,2002,71.3
Brisbane,10,10,2002,68.8
Brisbane,10,11,2002,67.7
Brisbane,10,12,2002,68.2
Brisbane,10,13,2002,70.8
Brisbane,10,14,2002,70
Brisbane,10,15,2002,69.1
Brisbane,10,16,2002,70.2
Brisbane,10,17,2002,73.8
Brisbane,10,18,2002,72.1
Brisbane,10,19,2002,74
Brisbane,10,20,2002,72.2
Brisbane,10,21,2002,71.8
Brisbane,10,22,2002,74.4
Brisbane,10,23,2002,77.5
Brisbane,10,24,2002,70.7
Brisbane,10,25,2002,73.6
Brisbane,10,26,2002,69.7
Brisbane,10,27,2002,62.3
Brisbane,10,28,2002,64.1
Brisbane,10,29,2002,66.5
Brisbane,10,30,2002,70.1
Brisbane,10,31,2002,72.1
Brisbane,11,1,2002,73.5
Brisbane,11,2,2002,72.4
Brisbane,11,3,2002,73.4
Brisbane,11,4,2002,71.5
Brisbane,11,5,2002,69.4
Brisbane,11,6,2002,73.6
Brisbane,11,7,2002,70.7
Brisbane,11,8,2002,70.4
Brisbane,11,9,2002,72
Brisbane,11,10,2002,74.2
Brisbane,11,11,2002,73.5
Brisbane,11,12,2002,73.3
Brisbane,11,13,2002,74.6
Brisbane,11,14,2002,74.2
Brisbane,11,15,2002,71.4
Brisbane,11,16,2002,67.3
Brisbane,11,17,2002,68.5
Brisbane,11,18,2002,69.7
Brisbane,11,19,2002,69.5
Brisbane,11,20,2002,71.3
Brisbane,11,21,2002,73.4
Brisbane,11,22,2002,73.2
Brisbane,11,23,2002,72.5
Brisbane,11,24,2002,71.6
Brisbane,11,25,2002,73.5
Brisbane,11,26,2002,74.7
Brisbane,11,27,2002,75.8
Brisbane,11,28,2002,75.3
Brisbane,11,29,2002,75.4
Brisbane,11,30,2002,75.6
Brisbane,12,1,2002,76.5
Brisbane,12,2,2002,77.9
Brisbane,12,3,2002,79.6
Brisbane,12,4,2002,80.7
Brisbane,12,5,2002,79.1
Brisbane,12,6,2002,80.4
Brisbane,12,7,2002,74.3
Brisbane,12,8,2002,74.6
Brisbane,12,9,2002,75.2
Brisbane,12,10,2002,72.4
Brisbane,12,11,2002,71.2
Brisbane,12,12,2002,72.9
Brisbane,12,13,2002,75.7
Brisbane,12,14,2002,76.7
Brisbane,12,15,2002,75.7
Brisbane,12,16,2002,74.9
Brisbane,12,17,2002,74.6
Brisbane,12,18,2002,77.5
Brisbane,12,19,2002,74.9
Brisbane,12,20,2002,74.3
Brisbane,12,21,2002,72.1
Brisbane,12,22,2002,74.8
Brisbane,12,23,2002,76.1
Brisbane,12,24,2002,74.1
Brisbane,12,25,2002,74.2
Brisbane,12,26,2002,71.9
Brisbane,12,27,2002,71.5
Brisbane,12,28,2002,73.6
Brisbane,12,29,2002,73.4
Brisbane,12,30,2002,73.6
Brisbane,12,31,2002,73.2
Brisbane,1,1,2003,76.4
Brisbane,1,2,2003,77.5
Brisbane,1,3,2003,76.8
Brisbane,1,4,2003,74.7
Brisbane,1,5,2003,74.7
Brisbane,1,6,2003,73.9
Brisbane,1,7,2003,72.4
Brisbane,1,8,2003,75.5
Brisbane,1,9,2003,74.9
Brisbane,1,10,2003,73
Brisbane,1,11,2003,73.3
Brisbane,1,12,2003,72.8
Brisbane,1,13,2003,-99
Brisbane,1,14,2003,74
Brisbane,1,15,2003,74.5
Brisbane,1,16,2003,74.3
Brisbane,1,17,2003,73.6
Brisbane,1,18,2003,75.3
Brisbane,1,19,2003,77.8
Brisbane,1,20,2003,77.6
Brisbane,1,21,2003,78
Brisbane,1,22,2003,78.7
Brisbane,1,23,2003,77.8
Brisbane,1,24,2003,75.9
Brisbane,1,25,2003,76.7
Brisbane,1,26,2003,74.1
Brisbane,1,27,2003,77.1
Brisbane,1,28,2003,78.6
Brisbane,1,29,2003,76.4
Brisbane,1,30,2003,77.5
Brisbane,1,31,2003,79.3
Brisbane,2,1,2003,73.6
Brisbane,2,2,2003,74.4
Brisbane,2,3,2003,70.7
Brisbane,2,4,2003,73.4
Brisbane,2,5,2003,75.8
Brisbane,2,6,2003,74
Brisbane,2,7,2003,74.5
Brisbane,2,8,2003,76.1
Brisbane,2,9,2003,74.1
Brisbane,2,10,2003,75.7
Brisbane,2,11,2003,75.7
Brisbane,2,12,2003,77.5
Brisbane,2,13,2003,78.4
Brisbane,2,14,2003,78.1
Brisbane,2,15,2003,76.8
Brisbane,2,16,2003,76.5
Brisbane,2,17,2003,78.7
Brisbane,2,18,2003,79.2
Brisbane,2,19,2003,75.5
Brisbane,2,20,2003,73.6
Brisbane,2,21,2003,75.5
Brisbane,2,22,2003,72.7
Brisbane,2,23,2003,77.9
Brisbane,2,24,2003,74.3
Brisbane,2,25,2003,76.9
Brisbane,2,26,2003,74.6
Brisbane,2,27,2003,75
Brisbane,2,28,2003,78
Brisbane,3,1,2003,-99
Brisbane,3,2,2003,69.2
Brisbane,3,3,2003,74
Brisbane,3,4,2003,74
Brisbane,3,5,2003,74.3
Brisbane,3,6,2003,69.9
Brisbane,3,7,2003,71.5
Brisbane,3,8,2003,72
Brisbane,3,9,2003,75
Brisbane,3,10,2003,75.4
Brisbane,3,11,2003,74.7
Brisbane,3,12,2003,67.8
Brisbane,3,13,2003,67.3
Brisbane,3,14,2003,70.4
Brisbane,3,15,2003,71.2
Brisbane,3,16,2003,72.9
Brisbane,3,17,2003,71.3
Brisbane,3,18,2003,70.3
Brisbane,3,19,2003,73.1
Brisbane,3,20,2003,73.4
Brisbane,3,21,2003,74.8
Brisbane,3,22,2003,74.4
Brisbane,3,23,2003,73.8
Brisbane,3,24,2003,74.1
Brisbane,3,25,2003,74.4
Brisbane,3,26,2003,73.4
Brisbane,3,27,2003,74.1
Brisbane,3,28,2003,70.1
Brisbane,3,29,2003,71.7
Brisbane,3,30,2003,74
Brisbane,3,31,2003,72.3
Brisbane,4,1,2003,70.7
Brisbane,4,2,2003,71.1
Brisbane,4,3,2003,70.5
Brisbane,4,4,2003,68
Brisbane,4,5,2003,65.9
Brisbane,4,6,2003,68
Brisbane,4,7,2003,67.3
Brisbane,4,8,2003,67.4
Brisbane,4,9,2003,69.9
Brisbane,4,10,2003,71.8
Brisbane,4,11,2003,68
Brisbane,4,12,2003,70.6
Brisbane,4,13,2003,72.6
Brisbane,4,14,2003,73.1
Brisbane,4,15,2003,71.5
Brisbane,4,16,2003,70.3
Brisbane,4,17,2003,64.6
Brisbane,4,18,2003,65.2
Brisbane,4,19,2003,67.8
Brisbane,4,20,2003,67.7
Brisbane,4,21,2003,67.7
Brisbane,4,22,2003,65.7
Brisbane,4,23,2003,66.2
Brisbane,4,24,2003,66.3
Brisbane,4,25,2003,70.2
Brisbane,4,26,2003,70.5
Brisbane,4,27,2003,68.9
Brisbane,4,28,2003,70.9
Brisbane,4,29,2003,70.4
Brisbane,4,30,2003,68.1
Brisbane,5,1,2003,69.6
Brisbane,5,2,2003,65.1
Brisbane,5,3,2003,64.3
Brisbane,5,4,2003,63.6
Brisbane,5,5,2003,61.4
Brisbane,5,6,2003,63.8
Brisbane,5,7,2003,64.9
Brisbane,5,8,2003,63.6
Brisbane,5,9,2003,62.7
Brisbane,5,10,2003,62.8
Brisbane,5,11,2003,65.1
Brisbane,5,12,2003,65.4
Brisbane,5,13,2003,64.9
Brisbane,5,14,2003,67.3
Brisbane,5,15,2003,64.6
Brisbane,5,16,2003,65.2
Brisbane,5,17,2003,65.9
Brisbane,5,18,2003,68
Brisbane,5,19,2003,71.9
Brisbane,5,20,2003,70.3
Brisbane,5,21,2003,62.4
Brisbane,5,22,2003,59.9
Brisbane,5,23,2003,57.8
Brisbane,5,24,2003,59.2
Brisbane,5,25,2003,61.5
Brisbane,5,26,2003,59
Brisbane,5,27,2003,62.9
Brisbane,5,28,2003,61
Brisbane,5,29,2003,61.1
Brisbane,5,30,2003,61.4
Brisbane,5,31,2003,63.2
Brisbane,6,1,2003,64.3
Brisbane,6,2,2003,68.4
Brisbane,6,3,2003,68
Brisbane,6,4,2003,65
Brisbane,6,5,2003,61.9
Brisbane,6,6,2003,59.7
Brisbane,6,7,2003,59.7
Brisbane,6,8,2003,56.3
Brisbane,6,9,2003,61
Brisbane,6,10,2003,61.9
Brisbane,6,11,2003,62.2
Brisbane,6,12,2003,60.5
Brisbane,6,13,2003,61.5
Brisbane,6,14,2003,59.4
Brisbane,6,15,2003,52.3
Brisbane,6,16,2003,51.4
Brisbane,6,17,2003,56
Brisbane,6,18,2003,59.5
Brisbane,6,19,2003,62
Brisbane,6,20,2003,62.1
Brisbane,6,21,2003,59
Brisbane,6,22,2003,57.3
Brisbane,6,23,2003,55
Brisbane,6,24,2003,59.4
Brisbane,6,25,2003,58.3
Brisbane,6,26,2003,61
Brisbane,6,27,2003,61.4
Brisbane,6,28,2003,61.6
Brisbane,6,29,2003,67.4
Brisbane,6,30,2003,62.6
Brisbane,7,1,2003,57.6
Brisbane,7,2,2003,58.3
Brisbane,7,3,2003,55
Brisbane,7,4,2003,54.5
Brisbane,7,5,2003,56.6
Brisbane,7,6,2003,56.7
Brisbane,7,7,2003,56.5
Brisbane,7,8,2003,59.6
Brisbane,7,9,2003,61
Brisbane,7,10,2003,61.2
Brisbane,7,11,2003,61
Brisbane,7,12,2003,63.2
Brisbane,7,13,2003,61.4
Brisbane,7,14,2003,60.5
Brisbane,7,15,2003,60.9
Brisbane,7,16,2003,60.4
Brisbane,7,17,2003,60.7
Brisbane,7,18,2003,64.1
Brisbane,7,19,2003,60.3
Brisbane,7,20,2003,61.1
Brisbane,7,21,2003,58.5
Brisbane,7,22,2003,60.2
Brisbane,7,23,2003,63.9
Brisbane,7,24,2003,50.5
Brisbane,7,25,2003,51.7
Brisbane,7,26,2003,52.1
Brisbane,7,27,2003,50.5
Brisbane,7,28,2003,51.6
Brisbane,7,29,2003,53.8
Brisbane,7,30,2003,53.3
Brisbane,7,31,2003,52.7
Brisbane,8,1,2003,53.4
Brisbane,8,2,2003,57.9
Brisbane,8,3,2003,61.6
Brisbane,8,4,2003,60.6
Brisbane,8,5,2003,61.3
Brisbane,8,6,2003,64.8
Brisbane,8,7,2003,62.4
Brisbane,8,8,2003,59.5
Brisbane,8,9,2003,55.3
Brisbane,8,10,2003,57.3
Brisbane,8,11,2003,59.2
Brisbane,8,12,2003,63.6
Brisbane,8,13,2003,66.2
Brisbane,8,14,2003,67.6
Brisbane,8,15,2003,61.9
Brisbane,8,16,2003,57.6
Brisbane,8,17,2003,58.5
Brisbane,8,18,2003,61.1
Brisbane,8,19,2003,57.3
Brisbane,8,20,2003,56.8
Brisbane,8,21,2003,58.5
Brisbane,8,22,2003,62.1
Brisbane,8,23,2003,66.9
Brisbane,8,24,2003,56.3
Brisbane,8,25,2003,60.8
Brisbane,8,26,2003,58.5
Brisbane,8,27,2003,60.7
Brisbane,8,28,2003,61.5
Brisbane,8,29,2003,60
Brisbane,8,30,2003,61.1
Brisbane,8,31,2003,65.4
Brisbane,9,1,2003,60.5
Brisbane,9,2,2003,57.1
Brisbane,9,3,2003,60.6
Brisbane,9,4,2003,60
Brisbane,9,5,2003,61.4
Brisbane,9,6,2003,61.5
Brisbane,9,7,2003,67.2
Brisbane,9,8,2003,63.8
Brisbane,9,9,2003,64
Brisbane,9,10,2003,71.6
Brisbane,9,11,2003,68.7
Brisbane,9,12,2003,76.8
Brisbane,9,13,2003,76
Brisbane,9,14,2003,69.3
Brisbane,9,15,2003,65.9
Brisbane,9,16,2003,66.6
Brisbane,9,17,2003,65.7
Brisbane,9,18,2003,64.8
Brisbane,9,19,2003,66.3
Brisbane,9,20,2003,70.4
Brisbane,9,21,2003,68.5
Brisbane,9,22,2003,70.2
Brisbane,9,23,2003,-99
Brisbane,9,24,2003,70.6
Brisbane,9,25,2003,72.6
Brisbane,9,26,2003,71.2
Brisbane,9,27,2003,72.1
Brisbane,9,28,2003,62.7
Brisbane,9,29,2003,67.9
Brisbane,9,30,2003,67.5
Brisbane,10,1,2003,69.8
Brisbane,10,2,2003,64.5
Brisbane,10,3,2003,65.2
Brisbane,10,4,2003,64.1
Brisbane,10,5,2003,67.4
Brisbane,10,6,2003,67.1
Brisbane,10,7,2003,63.3
Brisbane,10,8,2003,65.9
Brisbane,10,9,2003,69.2
Brisbane,10,10,2003,62.5
Brisbane,10,11,2003,61.4
Brisbane,10,12,2003,61.4
Brisbane,10,13,2003,62.9
Brisbane,10,14,2003,64.3
Brisbane,10,15,2003,65.5
Brisbane,10,16,2003,66.5
Brisbane,10,17,2003,64.1
Brisbane,10,18,2003,68.5
Brisbane,10,19,2003,66.8
Brisbane,10,20,2003,64.5
Brisbane,10,21,2003,68.9
Brisbane,10,22,2003,72.9
Brisbane,10,23,2003,73.6
Brisbane,10,24,2003,71.2
Brisbane,10,25,2003,74.1
Brisbane,10,26,2003,70.5
Brisbane,10,27,2003,70.8
Brisbane,10,28,2003,76.1
Brisbane,10,29,2003,78.9
Brisbane,10,30,2003,71.5
Brisbane,10,31,2003,72.1
Brisbane,11,1,2003,71.7
Brisbane,11,2,2003,71.6
Brisbane,11,3,2003,64.9
Brisbane,11,4,2003,66.2
Brisbane,11,5,2003,67.5
Brisbane,11,6,2003,69.7
Brisbane,11,7,2003,71.8
Brisbane,11,8,2003,68.6
Brisbane,11,9,2003,69.9
Brisbane,11,10,2003,69.3
Brisbane,11,11,2003,70.5
Brisbane,11,12,2003,72.6
Brisbane,11,13,2003,70
Brisbane,11,14,2003,69.1
Brisbane,11,15,2003,69.7
Brisbane,11,16,2003,72.6
Brisbane,11,17,2003,72.5
Brisbane,11,18,2003,72
Brisbane,11,19,2003,76.1
Brisbane,11,20,2003,75.4
Brisbane,11,21,2003,75.8
Brisbane,11,22,2003,75.9
Brisbane,11,23,2003,72.9
Brisbane,11,24,2003,66.4
Brisbane,11,25,2003,69.1
Brisbane,11,26,2003,67.6
Brisbane,11,27,2003,69
Brisbane,11,28,2003,69.7
Brisbane,11,29,2003,71.4
Brisbane,11,30,2003,73.6
Brisbane,12,1,2003,73
Brisbane,12,2,2003,73.3
Brisbane,12,3,2003,74.4
Brisbane,12,4,2003,75.5
Brisbane,12,5,2003,73.2
Brisbane,12,6,2003,64.9
Brisbane,12,7,2003,71.1
Brisbane,12,8,2003,73.7
Brisbane,12,9,2003,75.2
Brisbane,12,10,2003,74.1
Brisbane,12,11,2003,75.7
Brisbane,12,12,2003,77.5
Brisbane,12,13,2003,79.5
Brisbane,12,14,2003,73.4
Brisbane,12,15,2003,76.9
Brisbane,12,16,2003,72.9
Brisbane,12,17,2003,74
Brisbane,12,18,2003,73.3
Brisbane,12,19,2003,74.1
Brisbane,12,20,2003,76.7
Brisbane,12,21,2003,77.9
Brisbane,12,22,2003,78.7
Brisbane,12,23,2003,80.2
Brisbane,12,24,2003,79.1
Brisbane,12,25,2003,80.9
Brisbane,12,26,2003,81.1
Brisbane,12,27,2003,78
Brisbane,12,28,2003,73.8
Brisbane,12,29,2003,72.6
Brisbane,12,30,2003,72.5
Brisbane,12,31,2003,74.8
Brisbane,1,1,2004,74.5
Brisbane,1,2,2004,76.2
Brisbane,1,3,2004,77.7
Brisbane,1,4,2004,77.8
Brisbane,1,5,2004,79.4
Brisbane,1,6,2004,81.3
Brisbane,1,7,2004,83.3
Brisbane,1,8,2004,81.8
Brisbane,1,9,2004,77.5
Brisbane,1,10,2004,80
Brisbane,1,11,2004,79.4
Brisbane,1,12,2004,80.2
Brisbane,1,13,2004,80.2
Brisbane,1,14,2004,78
Brisbane,1,15,2004,76.6
Brisbane,1,16,2004,81
Brisbane,1,17,2004,79
Brisbane,1,18,2004,80.8
Brisbane,1,19,2004,74.7
Brisbane,1,20,2004,72.9
Brisbane,1,21,2004,74.5
Brisbane,1,22,2004,78.6
Brisbane,1,23,2004,78.4
Brisbane,1,24,2004,77.3
Brisbane,1,25,2004,75.7
Brisbane,1,26,2004,78.3
Brisbane,1,27,2004,78.8
Brisbane,1,28,2004,77.6
Brisbane,1,29,2004,79.5
Brisbane,1,30,2004,75.3
Brisbane,1,31,2004,80.4
Brisbane,2,1,2004,82
Brisbane,2,2,2004,71.9
Brisbane,2,3,2004,69.4
Brisbane,2,4,2004,74.1
Brisbane,2,5,2004,73.5
Brisbane,2,6,2004,75.5
Brisbane,2,7,2004,76.4
Brisbane,2,8,2004,77.6
Brisbane,2,9,2004,78.5
Brisbane,2,10,2004,79.7
Brisbane,2,11,2004,80.9
Brisbane,2,12,2004,81.9
Brisbane,2,13,2004,82
Brisbane,2,14,2004,82.1
Brisbane,2,15,2004,82.9
Brisbane,2,16,2004,82.7
Brisbane,2,17,2004,78.4
Brisbane,2,18,2004,80.2
Brisbane,2,19,2004,83.5
Brisbane,2,20,2004,84.2
Brisbane,2,21,2004,87.3
Brisbane,2,22,2004,85
Brisbane,2,23,2004,80.7
Brisbane,2,24,2004,75.7
Brisbane,2,25,2004,75.5
Brisbane,2,26,2004,76.1
Brisbane,2,27,2004,75.5
Brisbane,2,28,2004,73.4
Brisbane,2,29,2004,77
Brisbane,3,1,2004,75.4
Brisbane,3,2,2004,72.4
Brisbane,3,3,2004,73.1
Brisbane,3,4,2004,74.5
Brisbane,3,5,2004,73.7
Brisbane,3,6,2004,74.4
Brisbane,3,7,2004,76.4
Brisbane,3,8,2004,80.2
Brisbane,3,9,2004,79.7
Brisbane,3,10,2004,78.9
Brisbane,3,11,2004,75.6
Brisbane,3,12,2004,78.3
Brisbane,3,13,2004,78.8
Brisbane,3,14,2004,75.4
Brisbane,3,15,2004,78.2
Brisbane,3,16,2004,76.9
Brisbane,3,17,2004,75.6
Brisbane,3,18,2004,72.5
Brisbane,3,19,2004,73.3
Brisbane,3,20,2004,75.7
Brisbane,3,21,2004,74.7
Brisbane,3,22,2004,72.7
Brisbane,3,23,2004,70.9
Brisbane,3,24,2004,70.6
Brisbane,3,25,2004,71.4
Brisbane,3,26,2004,71.9
Brisbane,3,27,2004,72.8
Brisbane,3,28,2004,72
Brisbane,3,29,2004,73.1
Brisbane,3,30,2004,71.7
Brisbane,3,31,2004,73.4
Brisbane,4,1,2004,74.1
Brisbane,4,2,2004,76.5
Brisbane,4,3,2004,73.8
Brisbane,4,4,2004,71.2
Brisbane,4,5,2004,71.5
Brisbane,4,6,2004,71.3
Brisbane,4,7,2004,70.8
Brisbane,4,8,2004,68.5
Brisbane,4,9,2004,67.9
Brisbane,4,10,2004,68.2
Brisbane,4,11,2004,67.4
Brisbane,4,12,2004,68.5
Brisbane,4,13,2004,71.4
Brisbane,4,14,2004,72.2
Brisbane,4,15,2004,71.3
Brisbane,4,16,2004,71.8
Brisbane,4,17,2004,68.8
Brisbane,4,18,2004,73.7
Brisbane,4,19,2004,71.5
Brisbane,4,20,2004,69.1
Brisbane,4,21,2004,71.2
Brisbane,4,22,2004,69.5
Brisbane,4,23,2004,69.3
Brisbane,4,24,2004,70.5
Brisbane,4,25,2004,71.3
Brisbane,4,26,2004,71.6
Brisbane,4,27,2004,71.1
Brisbane,4,28,2004,66
Brisbane,4,29,2004,65.8
Brisbane,4,30,2004,62.7
Brisbane,5,1,2004,64.8
Brisbane,5,2,2004,63
Brisbane,5,3,2004,63.4
Brisbane,5,4,2004,66.2
Brisbane,5,5,2004,66.8
Brisbane,5,6,2004,65.8
Brisbane,5,7,2004,68.5
Brisbane,5,8,2004,61.8
Brisbane,5,9,2004,65.7
Brisbane,5,10,2004,63.5
Brisbane,5,11,2004,61.1
Brisbane,5,12,2004,60.1
Brisbane,5,13,2004,59.2
Brisbane,5,14,2004,62.5
Brisbane,5,15,2004,62.7
Brisbane,5,16,2004,61.6
Brisbane,5,17,2004,59.2
Brisbane,5,18,2004,62.5
Brisbane,5,19,2004,66.1
Brisbane,5,20,2004,60.6
Brisbane,5,21,2004,64.8
Brisbane,5,22,2004,65.8
Brisbane,5,23,2004,65
Brisbane,5,24,2004,64.7
Brisbane,5,25,2004,67.1
Brisbane,5,26,2004,67.6
Brisbane,5,27,2004,58.2
Brisbane,5,28,2004,55
Brisbane,5,29,2004,55.1
Brisbane,5,30,2004,53.9
Brisbane,5,31,2004,61.5
Brisbane,6,1,2004,62
Brisbane,6,2,2004,65.1
Brisbane,6,3,2004,69.8
Brisbane,6,4,2004,65.1
Brisbane,6,5,2004,61.7
Brisbane,6,6,2004,61
Brisbane,6,7,2004,61.9
Brisbane,6,8,2004,61.9
Brisbane,6,9,2004,62.4
Brisbane,6,10,2004,61.9
Brisbane,6,11,2004,60.3
Brisbane,6,12,2004,59.8
Brisbane,6,13,2004,59.7
Brisbane,6,14,2004,59.4
Brisbane,6,15,2004,61.3
Brisbane,6,16,2004,57.8
Brisbane,6,17,2004,52.2
Brisbane,6,18,2004,58.2
Brisbane,6,19,2004,61.3
Brisbane,6,20,2004,49.7
Brisbane,6,21,2004,51.4
Brisbane,6,22,2004,57.6
Brisbane,6,23,2004,59.7
Brisbane,6,24,2004,57.4
Brisbane,6,25,2004,56.7
Brisbane,6,26,2004,55.7
Brisbane,6,27,2004,56.9
Brisbane,6,28,2004,55.7
Brisbane,6,29,2004,54.7
Brisbane,6,30,2004,55.5
Brisbane,7,1,2004,56.3
Brisbane,7,2,2004,56
Brisbane,7,3,2004,63.7
Brisbane,7,4,2004,64.5
Brisbane,7,5,2004,59.9
Brisbane,7,6,2004,55.7
Brisbane,7,7,2004,54
Brisbane,7,8,2004,52.5
Brisbane,7,9,2004,58.9
Brisbane,7,10,2004,60.9
Brisbane,7,11,2004,61.3
Brisbane,7,12,2004,60.3
Brisbane,7,13,2004,57.9
Brisbane,7,14,2004,55.8
Brisbane,7,15,2004,60.1
Brisbane,7,16,2004,58.1
Brisbane,7,17,2004,58.3
Brisbane,7,18,2004,52
Brisbane,7,19,2004,57.6
